name_song,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genres,cluster,cluster_name
MPR,0.752,0.749,-5.623,0.329,0.108,0.0,0.066,0.403,140.012,brooklyn drill,0,Party / Energetic
Hotel Lobby,0.688,0.61,-6.79,0.109,0.198,0.00154,0.114,0.201,88.995,brooklyn drill,0,Party / Energetic
44 BullDog,0.8,0.564,-5.817,0.4,0.0287,1.65e-06,0.112,0.318,139.989,brooklyn drill,0,Party / Energetic
Dreaming,0.687,0.689,-4.096,0.259,0.173,0.000481,0.523,0.821,71.555,brooklyn drill,0,Party / Energetic
Christopher Walking,0.773,0.744,-5.108,0.244,0.0114,0.0,0.066,0.764,141.004,brooklyn drill,0,Party / Energetic
What You Know Bout Love,0.584,0.547,-8.502,0.382,0.655,1.64e-06,0.134,0.56,83.917,brooklyn drill,0,Party / Energetic
Dior,0.548,0.805,-5.732,0.351,0.212,0.000405,0.408,0.649,142.096,brooklyn drill,0,Party / Energetic
What You Know Bout Love,0.584,0.547,-8.502,0.382,0.655,1.64e-06,0.134,0.56,83.917,brooklyn drill,0,Party / Energetic
Through Da Storm,0.71,0.49,-9.832,0.246,0.128,0.0,0.0942,0.621,74.351,chicago rap,0,Party / Energetic
Chosen 1,0.77,0.576,-11.845,0.339,0.138,0.0,0.08,0.364,166.162,chicago rap,0,Party / Energetic
Finer Things,0.506,0.45,-12.565,0.364,0.0683,0.000225,0.103,0.131,177.978,chicago rap,0,Party / Energetic
Martin & Gina,0.832,0.534,-7.813,0.253,0.345,0.0,0.165,0.116,93.924,chicago rap,0,Party / Energetic
21,0.783,0.479,-10.646,0.541,0.149,0.0,0.101,0.533,176.027,chicago rap,0,Party / Energetic
Epidemic,0.616,0.617,-8.431,0.52,0.128,0.0,0.177,0.476,175.929,chicago rap,0,Party / Energetic
RAPSTAR,0.789,0.536,-6.862,0.242,0.41,0.0,0.129,0.437,81.039,chicago rap,0,Party / Energetic
RAPSTAR,0.744,0.57,-5.551,0.227,0.253,0.0,0.15,0.435,161.903,chicago rap,0,Party / Energetic
GNF (OKOKOK),0.753,0.659,-9.671,0.416,0.659,0.0,0.098,0.459,146.022,chicago rap,0,Party / Energetic
I Know,0.807,0.665,-5.249,0.276,0.0919,0.0,0.0788,0.557,164.964,chicago rap,0,Party / Energetic
Gang WithMe,0.818,0.331,-10.617,0.111,0.0152,0.0,0.119,0.326,85.064,chicago rap,0,Party / Energetic
Neva Cared,0.822,0.35,-12.207,0.574,0.0213,0.0,0.0757,0.346,77.528,chicago rap,1,Rap / Spoken
Deep Wounds,0.661,0.572,-7.101,0.338,0.0149,0.0,0.175,0.339,159.961,chicago rap,0,Party / Energetic
Beautiful Pain (Losin My Mind),0.597,0.477,-9.638,0.642,0.137,0.0,0.113,0.512,80.382,chicago rap,1,Rap / Spoken
Dyin Breed,0.77,0.599,-8.663,0.661,0.0131,0.0,0.0711,0.427,159.966,chicago rap,0,Party / Energetic
Make You Mine,0.606,0.799,-4.452,0.0261,0.0128,0.0,0.15,0.638,103.014,indie rockism,0,Party / Energetic
Make You Mine - Acoustic,0.721,0.389,-8.558,0.0279,0.755,0.0,0.136,0.465,98.003,indie rockism,2,Chill / Soft
Cradles,0.581,0.585,-1.87,0.369,0.27,6.48e-05,0.179,0.63,67.443,modern indie pop,0,Party / Energetic
Cradles,0.534,0.589,-1.865,0.325,0.256,6.02e-05,0.176,0.632,78.616,modern indie pop,0,Party / Energetic
CITY OF ANGELS,0.686,0.541,-4.993,0.0493,0.042,0.0,0.0675,0.724,120.082,cali rap,0,Party / Energetic
VALENTINO,0.746,0.717,-4.841,0.179,0.199,0.0,0.132,0.523,150.964,cali rap,0,Party / Energetic
"3, 2, 1",0.694,0.708,-2.066,0.137,0.246,0.0,0.152,0.69,164.958,cali rap,0,Party / Energetic
YKWIM?,0.599,0.537,-7.625,0.0268,0.935,0.893,0.301,0.258,123.722,bedroom pop,2,Chill / Soft
Ruthless (Nice Guys Always Finish Last),0.724,0.269,-15.465,0.0456,0.388,0.0,0.0808,0.866,86.042,pop r&b,2,Chill / Soft
Vámonos a Marte,0.675,0.16,-11.667,0.0586,0.985,0.00688,0.164,0.247,69.754,indie triste,2,Chill / Soft
Colapso,0.544,0.216,-17.237,0.0402,0.922,0.311,0.112,0.145,75.004,indie triste,2,Chill / Soft
Si Supieras,0.584,0.163,-15.421,0.0293,0.962,0.00235,0.0904,0.155,114.931,indie triste,2,Chill / Soft
Amor Viejo,0.689,0.203,-14.459,0.0417,0.992,0.5,0.0873,0.373,93.151,indie triste,2,Chill / Soft
San Lucas,0.577,0.363,-12.378,0.0263,0.86,0.000282,0.0868,0.265,91.511,indie triste,2,Chill / Soft
Mujer Distante,0.494,0.205,-13.972,0.0309,0.99,0.693,0.117,0.26,110.202,indie triste,2,Chill / Soft
Vete,0.603,0.366,-10.142,0.0247,0.836,0.0,0.218,0.339,79.887,indie triste,2,Chill / Soft
Abrazado a Ti,0.803,0.347,-9.671,0.0319,0.282,0.0,0.109,0.346,105.033,indie triste,0,Party / Energetic
Quédate,0.689,0.0827,-17.343,0.0499,0.987,0.0157,0.372,0.153,110.568,indie triste,2,Chill / Soft
Baby Blue,0.556,0.127,-18.559,0.0318,0.988,0.824,0.11,0.109,104.963,indie triste,2,Chill / Soft
Tu canción,0.641,0.136,-15.905,0.0401,0.985,0.0091,0.115,0.214,105.113,indie triste,2,Chill / Soft
Es Que Yo Te Quiero A Ti,0.579,0.274,-12.956,0.0288,0.828,0.0449,0.228,0.106,110.124,indie triste,2,Chill / Soft
I Met Sarah in the Bathroom,0.663,0.408,-10.861,0.163,0.901,0.000691,0.16,0.227,90.191,indie pop,2,Chill / Soft
redesign,0.795,0.507,-7.188,0.0332,0.542,6.83e-06,0.116,0.784,120.009,indie pop,0,Party / Energetic
Requiem for a Dream,0.713,0.8,-8.919,0.0362,0.00049,0.846,0.123,0.0319,121.999,serbian electronic,0,Party / Energetic
Pump It Up,0.899,0.894,-7.255,0.222,0.203,9.95e-05,0.0606,0.654,129.047,"deep groove house, house, scottish rock",0,Party / Energetic
Heart On Ice,0.733,0.389,-8.468,0.0738,0.0513,0.0,0.141,0.244,157.878,florida rap,0,Party / Energetic
Street Runner,0.613,0.61,-8.633,0.246,0.211,0.000361,0.152,0.433,160.004,florida rap,0,Party / Energetic
Tombstone,0.55,0.637,-5.212,0.163,0.597,0.0,0.129,0.535,84.448,florida rap,0,Party / Energetic
Girl Of My Dreams,0.586,0.547,-7.383,0.095,0.502,0.0,0.0963,0.35,75.911,florida rap,0,Party / Energetic
Letter From Houston,0.681,0.572,-10.441,0.0708,0.131,0.0,0.181,0.758,156.066,florida rap,0,Party / Energetic
Tombstone,0.55,0.637,-5.212,0.163,0.597,0.0,0.129,0.535,84.448,florida rap,0,Party / Energetic
Street Runner,0.613,0.61,-8.633,0.246,0.211,0.000361,0.152,0.433,160.004,florida rap,0,Party / Energetic
SoulFly,0.498,0.517,-11.403,0.262,0.211,0.0,0.339,0.405,109.716,florida rap,0,Party / Energetic
Gone Till November,0.478,0.537,-8.378,0.111,0.248,0.0,0.271,0.384,82.902,florida rap,0,Party / Energetic
Don't Forget,0.662,0.641,-5.013,0.21,0.498,0.0,0.315,0.882,172.93,florida rap,0,Party / Energetic
Blame On You,0.697,0.684,-7.272,0.187,0.264,0.0,0.0398,0.712,161.922,florida rap,0,Party / Energetic
Jealous,0.474,0.921,-10.431,0.0457,0.00491,0.859,0.476,0.696,93.007,noise pop,0,Party / Energetic
Jealous,0.474,0.91,-10.431,0.0462,0.00498,0.859,0.476,0.745,93.01,noise pop,0,Party / Energetic
Sick Statistic,0.236,0.996,-2.789,0.208,0.000567,2.09e-05,0.291,0.113,157.478,metallic hardcore,0,Party / Energetic
Sick Statistic,0.238,0.996,-2.79,0.254,0.000567,1.88e-05,0.292,0.106,157.952,metallic hardcore,0,Party / Energetic
Ruba,0.807,0.874,-10.213,0.0555,0.00026,0.897,0.0702,0.164,122.015,melodic techno,0,Party / Energetic
Come to Me,0.799,0.748,-12.747,0.061,0.00355,0.864,0.187,0.414,122.99,melodic techno,0,Party / Energetic
Some Say,0.779,0.342,-6.316,0.0404,0.701,2.56e-06,0.132,0.482,104.993,scandipop,0,Party / Energetic
happy,0.736,0.432,-11.636,0.0269,0.537,0.0397,0.11,0.706,87.999,indonesian folk pop,0,Party / Energetic
circus,0.781,0.844,-8.14,0.177,0.331,0.0,0.689,0.6,140.032,indonesian folk pop,0,Party / Energetic
ghost,0.738,0.312,-11.042,0.0329,0.723,0.0446,0.0777,0.927,102.982,indonesian folk pop,0,Party / Energetic
Como Estrellas,0.445,0.495,-6.058,0.11,0.764,0.0,0.261,0.752,170.044,rap espanol,0,Party / Energetic
"New Years Countdown - Live at Chase Center, San Francisco, CA, 12/31/2019",0.242,0.672,-18.864,0.0972,0.121,0.595,0.645,0.041,103.348,jam band,2,Chill / Soft
Lost Umbrella,0.721,0.918,-3.347,0.0678,0.0408,2.45e-05,0.233,0.965,137.03,vocaloid,0,Party / Energetic
2019 the Year Phunk Broke,0.336,0.929,-3.921,0.0587,0.238,0.602,0.324,0.525,106.416,australian garage punk,0,Party / Energetic
カワキヲアメク,0.541,0.846,-2.729,0.0551,0.0122,0.000149,0.163,0.524,129.138,anime,0,Party / Energetic
ライラック,0.505,0.933,-2.602,0.0651,0.00325,0.0,0.246,0.531,135.006,anime,0,Party / Energetic
Ghost,0.766,0.673,-5.066,0.239,0.00286,0.000594,0.486,0.705,84.947,la pop,0,Party / Energetic
Roller,0.941,0.758,-6.47,0.17,0.0256,0.00258,0.193,0.683,128.017,german hip hop,0,Party / Energetic
Angst,0.599,0.79,-4.352,0.386,0.0213,5.87e-05,0.0778,0.528,100.119,german hip hop,0,Party / Energetic
Ferrari Testarossa,0.763,0.83,-6.321,0.121,0.0235,0.0,0.0704,0.28,133.047,german hip hop,0,Party / Energetic
Kleine Hure,0.752,0.704,-4.985,0.151,0.266,1.62e-05,0.112,0.797,176.076,german hip hop,0,Party / Energetic
Famous,0.859,0.679,-9.126,0.116,0.183,0.00097,0.107,0.57,134.97,german hip hop,0,Party / Energetic
200 km/h,0.899,0.67,-6.455,0.163,0.269,1.38e-05,0.105,0.413,148.065,german hip hop,0,Party / Energetic
Roller,0.928,0.758,-6.471,0.144,0.03,0.00437,0.29,0.729,128.005,german hip hop,0,Party / Energetic
Kein Problem,0.851,0.695,-6.675,0.163,0.0844,4.42e-06,0.165,0.788,131.938,german hip hop,0,Party / Energetic
Doch in der Nacht,0.9,0.832,-6.906,0.0739,0.121,0.25,0.213,0.706,130.994,german hip hop,0,Party / Energetic
Wieso tust Du dir das an?,0.857,0.473,-6.962,0.0549,0.296,0.474,0.121,0.461,133.966,german hip hop,0,Party / Energetic
2 Minuten,0.765,0.634,-8.217,0.151,0.045,2.98e-05,0.0823,0.118,81.994,german hip hop,0,Party / Energetic
Sex mit dir,0.845,0.559,-7.182,0.0605,0.375,0.0372,0.0965,0.43,119.951,german hip hop,0,Party / Energetic
Bläulich,0.796,0.687,-7.855,0.357,0.0633,0.000443,0.118,0.222,153.959,german hip hop,0,Party / Energetic
Bläulich,0.79,0.704,-7.935,0.417,0.069,0.000658,0.113,0.212,154.007,german hip hop,0,Party / Energetic
Fame,0.811,0.645,-8.008,0.104,0.184,0.0,0.103,0.474,129.967,german hip hop,0,Party / Energetic
Sie ruft,0.819,0.507,-7.336,0.0881,0.482,0.00628,0.105,0.634,130.009,german hip hop,0,Party / Energetic
Boot,0.534,0.565,-7.536,0.295,0.0665,0.0035,0.111,0.496,194.032,german hip hop,0,Party / Energetic
Sag mir wer,0.802,0.784,-4.477,0.191,0.267,0.0,0.1,0.619,105.036,german hip hop,0,Party / Energetic
SIDECHICKZ,0.851,0.685,-8.027,0.162,0.12,0.0,0.113,0.399,129.991,german hip hop,0,Party / Energetic
No No,0.805,0.424,-13.139,0.267,0.662,0.00027,0.115,0.356,79.991,german hip hop,2,Chill / Soft
Durch die Straßen,0.566,0.571,-8.283,0.337,0.0456,0.0213,0.0679,0.579,69.126,german hip hop,0,Party / Energetic
Brot nach Hause,0.573,0.57,-6.103,0.0716,0.259,1.05e-06,0.1,0.193,99.029,german hip hop,0,Party / Energetic
Beef,0.903,0.715,-4.751,0.0425,0.0126,3.36e-05,0.0943,0.421,130.065,german hip hop,0,Party / Energetic
200 km/h,0.904,0.677,-6.413,0.177,0.273,1.62e-05,0.106,0.424,148.049,german hip hop,0,Party / Energetic
Keine Fragen,0.786,0.716,-7.853,0.0578,0.389,0.241,0.182,0.516,130.004,german hip hop,0,Party / Energetic
Grey Goose,0.696,0.456,-8.644,0.0393,0.205,5.6e-05,0.205,0.355,127.932,german hip hop,0,Party / Energetic
Wieso tust Du dir das an?,0.858,0.49,-7.011,0.057,0.269,0.326,0.122,0.451,133.975,german hip hop,0,Party / Energetic
Nicht wie du,0.886,0.75,-6.198,0.0967,0.105,0.0765,0.0832,0.75,142.962,german hip hop,0,Party / Energetic
Unterwegs,0.706,0.772,-6.765,0.189,0.376,8.76e-06,0.0884,0.304,99.186,german hip hop,0,Party / Energetic
Fame,0.813,0.659,-7.993,0.0967,0.185,0.0,0.0981,0.507,129.965,german hip hop,0,Party / Energetic
Matrix,0.786,0.509,-8.766,0.29,0.766,3.33e-06,0.272,0.418,114.961,german hip hop,0,Party / Energetic
Wasted Years 2019,0.397,0.275,-17.178,0.0493,0.977,0.912,0.119,0.499,168.181,acoustic guitar cover,2,Chill / Soft
Snowman,0.713,0.193,-16.141,0.0461,0.802,0.893,0.0653,0.0447,109.992,lo-fi beats,2,Chill / Soft
Hallucinogenics,0.549,0.653,-7.47,0.0503,0.457,0.0,0.0969,0.287,121.348,modern rock,0,Party / Energetic
Put It on Me,0.629,0.414,-5.782,0.0323,0.0068,7.78e-05,0.0807,0.417,81.941,modern rock,0,Party / Energetic
Cringe,0.729,0.474,-7.724,0.0553,0.0652,0.0,0.0758,0.443,126.047,modern rock,0,Party / Energetic
Points Beyond,0.663,0.71,-10.827,0.0491,0.0099,0.579,0.111,0.0342,116.048,progressive house,0,Party / Energetic
All Zero - Original Mix,0.828,0.424,-14.448,0.0599,0.416,0.909,0.469,0.505,111.998,progressive house,2,Chill / Soft
Down The Wall - Original Mix,0.682,0.63,-12.679,0.042,0.334,0.907,0.159,0.209,110.001,progressive house,2,Chill / Soft
No Dancers,0.576,0.833,-12.127,0.038,0.0138,0.558,0.258,0.183,120.001,progressive house,0,Party / Energetic
Got This Feeling - Original Mix,0.618,0.469,-9.503,0.0262,0.256,0.945,0.112,0.0368,118.019,progressive house,2,Chill / Soft
New Roads - Original Mix,0.807,0.547,-11.282,0.055,0.00181,0.883,0.0606,0.637,116.996,progressive house,0,Party / Energetic
Run (CC652),0.717,0.766,-7.547,0.052,0.0221,1.92e-06,0.403,0.682,125.269,progressive trance,0,Party / Energetic
Fire for You,0.737,0.678,-7.011,0.0962,0.114,0.157,0.123,0.698,102.051,vapor soul,0,Party / Energetic
What's Another Year - Live,0.244,0.644,-6.302,0.0406,0.731,0.0,0.337,0.374,175.805,dutch pop,2,Chill / Soft
Lights and Shadows,0.408,0.728,-5.186,0.0775,0.225,0.0,0.141,0.51,128.251,dutch pop,0,Party / Energetic
Clown,0.417,0.366,-9.026,0.0341,0.78,0.0,0.101,0.357,128.394,dutch pop,2,Chill / Soft
Het Is Over,0.407,0.388,-12.329,0.0389,0.532,0.0,0.163,0.143,125.883,dutch pop,2,Chill / Soft
Let Her Go,0.763,0.542,-6.753,0.148,0.639,0.0,0.113,0.504,142.031,australian hip hop,0,Party / Energetic
WITHOUT YOU,0.662,0.413,-7.357,0.0299,0.213,0.0,0.134,0.467,93.005,australian hip hop,0,Party / Energetic
SO DONE,0.719,0.598,-6.254,0.077,0.232,0.0,0.115,0.303,142.592,australian hip hop,0,Party / Energetic
ALWAYS DO,0.762,0.426,-6.865,0.113,0.0442,0.0,0.0858,0.582,167.827,australian hip hop,0,Party / Energetic
SO DONE,0.719,0.598,-6.254,0.077,0.232,0.0,0.115,0.303,142.592,australian hip hop,0,Party / Energetic
SO DONE,0.719,0.598,-6.254,0.077,0.232,0.0,0.115,0.303,142.592,australian hip hop,0,Party / Energetic
TELL ME WHY,0.6,0.723,-4.928,0.158,0.109,0.0,0.167,0.463,149.881,australian hip hop,0,Party / Energetic
NEED YOU MOST (So Sick),0.63,0.707,-3.632,0.0508,0.0681,0.0,0.284,0.285,86.849,australian hip hop,0,Party / Energetic
PIKACHU,0.747,0.487,-7.064,0.125,0.0662,0.0,0.36,0.248,92.978,australian hip hop,0,Party / Energetic
SELFISH,0.373,0.539,-4.865,0.086,0.166,0.0,0.139,0.075,77.006,australian hip hop,2,Chill / Soft
Addison Rae,0.901,0.49,-9.099,0.129,0.0155,0.0,0.109,0.397,135.015,australian hip hop,0,Party / Energetic
MAYBE,0.606,0.532,-4.833,0.0777,0.00554,0.0,0.292,0.156,89.079,australian hip hop,0,Party / Energetic
Shot For Me - Spotify Singles,0.484,0.383,-8.409,0.0531,0.801,0.0,0.178,0.235,102.565,australian hip hop,2,Chill / Soft
The Git Up,0.847,0.678,-8.635,0.109,0.0669,0.0,0.274,0.811,97.984,country rap,0,Party / Energetic
Love You For A Long Time,0.707,0.67,-6.137,0.0323,0.164,0.00283,0.109,0.822,112.993,indie pop,0,Party / Energetic
Light On,0.657,0.569,-6.287,0.0542,0.201,1.38e-05,0.126,0.399,102.054,indie pop,0,Party / Energetic
Alaska,0.847,0.386,-10.668,0.0507,0.411,0.00176,0.108,0.178,104.001,indie pop,2,Chill / Soft
Brainwasher,0.814,0.795,-6.697,0.118,0.000161,0.759,0.0968,0.207,120.033,progressive house,0,Party / Energetic
Lost & Found,0.559,0.926,-3.357,0.303,0.0235,1.86e-06,0.0522,0.667,191.773,soca,0,Party / Energetic
Change,0.772,0.694,-8.482,0.273,0.11,0.0,0.103,0.211,95.048,uk hip hop,0,Party / Energetic
Memento (CC652),0.598,0.962,-6.492,0.0687,1.6e-05,0.805,0.154,0.44,128.672,progressive trance,0,Party / Energetic
Flashpoint,0.666,0.804,-4.54,0.0639,0.00456,1.24e-05,0.103,0.266,129.95,progressive trance,0,Party / Energetic
Halo,0.579,0.906,-6.004,0.0963,0.000412,0.947,0.681,0.166,127.98,progressive trance,0,Party / Energetic
Budapest (CC652),0.483,0.935,-4.689,0.239,0.000385,1.46e-05,0.222,0.415,129.824,epicore,0,Party / Energetic
Princesses Don't Cry,0.626,0.595,-4.975,0.0288,0.285,0.0,0.0859,0.65,74.986,canadian electropop,0,Party / Energetic
Hecha Pa' Mi,0.725,0.756,-5.013,0.0572,0.362,0.000685,0.103,0.828,100.07,,0,Party / Energetic
En 4 Vente,0.753,0.85,-3.372,0.0597,0.148,0.285,0.0674,0.854,159.945,,0,Party / Energetic
Bandida,0.611,0.853,-4.177,0.0497,0.252,0.00391,0.196,0.962,173.995,,0,Party / Energetic
Party En Mi Casa,0.776,0.665,-5.016,0.428,0.249,0.0,0.0891,0.506,99.885,,0,Party / Energetic
Party En Mi Casa,0.776,0.667,-5.016,0.43,0.248,0.0,0.0921,0.506,99.877,,0,Party / Energetic
Hola,0.715,0.716,-6.077,0.0546,0.584,0.0228,0.111,0.764,159.99,,0,Party / Energetic
Odiarte,0.632,0.704,-4.403,0.0675,0.191,6.79e-06,0.11,0.587,168.023,,0,Party / Energetic
Odiarte,0.647,0.704,-4.403,0.0648,0.186,7e-06,0.109,0.585,167.906,,0,Party / Energetic
Sonrisas Tristes,0.55,0.554,-4.251,0.269,0.846,3.43e-06,0.0671,0.678,99.572,,0,Party / Energetic
Solo A Ti,0.725,0.775,-4.291,0.0492,0.257,9.03e-06,0.0849,0.85,95.042,,0,Party / Energetic
Whoopty,0.719,0.648,-7.6,0.125,0.2,0.0,0.127,0.66,140.201,trap,0,Party / Energetic
Whoopty,0.719,0.648,-7.6,0.125,0.2,0.0,0.127,0.66,140.201,trap,0,Party / Energetic
Goosebumps,0.767,0.659,-7.429,0.0444,0.325,0.0,0.13,0.439,124.946,slap house,0,Party / Energetic
Goosebumps,0.767,0.67,-7.209,0.0408,0.291,1.16e-06,0.127,0.465,124.939,slap house,0,Party / Energetic
Put Your Records On,0.399,0.491,-10.778,0.0538,0.0563,0.00089,0.11,0.151,91.066,bedroom pop,2,Chill / Soft
Coração Na Cama,0.764,0.794,-4.096,0.0589,0.663,0.0,0.34,0.721,110.013,sertanejo pop,0,Party / Energetic
Namorada Reserva - Ao Vivo,0.778,0.734,-5.419,0.04,0.494,0.0,0.451,0.719,124.006,sertanejo pop,0,Party / Energetic
Conveniência - Ao Vivo,0.688,0.625,-4.076,0.031,0.713,0.0,0.174,0.625,108.087,sertanejo pop,0,Party / Energetic
Lembranças de Amor / Fogueira / Um Dia Te Levo Comigo - Ao Vivo,0.411,0.68,-4.173,0.0551,0.45,0.0,0.529,0.429,89.559,sertanejo pop,0,Party / Energetic
Só da Você na Minha Vida / Vou Dormir na Rua / Quando o Amor É pra Valer - Ao Vivo,0.491,0.598,-4.224,0.0404,0.635,0.0,0.491,0.65,121.631,sertanejo pop,0,Party / Energetic
Pot-Pourri: Pra Mudar Minha Vida / Programa de Fim de Semana - Ao Vivo,0.446,0.74,-5.419,0.0609,0.519,0.0,0.964,0.5,158.42,sertanejo pop,0,Party / Energetic
O Pai Tá On,0.569,0.749,-4.139,0.0602,0.496,0.0,0.673,0.484,103.944,sertanejo pop,0,Party / Energetic
Explícito,0.828,0.83,-3.371,0.047,0.348,1.6e-05,0.0613,0.422,95.007,trap latino,0,Party / Energetic
Diosa,0.801,0.745,-3.733,0.063,0.398,0.00603,0.153,0.245,104.965,trap latino,0,Party / Energetic
Tú,0.805,0.744,-5.627,0.149,0.258,1.4e-05,0.277,0.825,123.999,trap latino,0,Party / Energetic
Djmaxijunco,0.725,0.833,-2.371,0.186,0.426,0.0,0.039,0.95,99.844,trap latino,0,Party / Energetic
Rutina,0.834,0.75,-2.799,0.18,0.553,6.59e-05,0.263,0.858,95.98,trap latino,0,Party / Energetic
La Playa,0.796,0.683,-2.754,0.15,0.108,0.0,0.107,0.353,140.108,trap latino,0,Party / Energetic
Ganga - Young Kingz Version,0.812,0.383,-11.342,0.553,0.177,0.0,0.0861,0.465,89.955,trap latino,1,Rap / Spoken
Inocente,0.757,0.748,-3.406,0.186,0.0691,0.0,0.196,0.94,173.97,trap latino,0,Party / Energetic
Girl,0.733,0.708,-4.957,0.0937,0.0325,0.000327,0.324,0.694,93.021,trap latino,0,Party / Energetic
Extasy,0.527,0.667,-4.97,0.262,0.287,0.039,0.113,0.463,97.959,trap latino,0,Party / Energetic
Relación Rota,0.788,0.731,-5.163,0.144,0.544,6.8e-05,0.286,0.829,160.147,trap latino,0,Party / Energetic
Llegará,0.818,0.744,-4.917,0.0327,0.541,0.000661,0.106,0.741,101.996,trap latino,0,Party / Energetic
Piensan,0.677,0.722,-4.443,0.0626,0.538,0.0,0.11,0.786,172.0,trap latino,0,Party / Energetic
MIB,0.92,0.561,-4.217,0.149,0.184,0.0,0.0768,0.631,129.981,trap latino,0,Party / Energetic
Ronca,0.812,0.595,-6.478,0.133,0.28,0.0,0.176,0.528,90.005,trap latino,0,Party / Energetic
Mi Ex,0.81,0.683,-7.497,0.202,0.373,6.42e-05,0.126,0.247,90.04,trap latino,0,Party / Energetic
Cuenta,0.687,0.522,-8.522,0.327,0.495,0.0766,0.135,0.532,185.948,trap latino,0,Party / Energetic
Parcerita,0.814,0.791,-6.054,0.3,0.139,7.29e-05,0.0876,0.775,171.941,trap latino,0,Party / Energetic
Dancing in My Room,0.98,0.413,-11.052,0.101,0.671,7.95e-05,0.17,0.764,119.993,sad rap,0,Party / Energetic
ROLLIN N CONTROLLIN FREESTYLE,0.69,0.514,-11.81,0.328,0.0975,0.497,0.346,0.307,72.791,new york drill,0,Party / Energetic
Rolando (Caught In The Rain),0.597,0.689,-4.303,0.446,0.467,0.0,0.562,0.644,118.35,new york drill,0,Party / Energetic
sometimes it’s scary…but it’s still you and me - Mixed,0.748,0.787,-6.613,0.067,0.00419,0.81,0.159,0.112,124.012,progressive house,0,Party / Energetic
Acaso,0.599,0.882,-3.123,0.04,0.279,0.00156,0.309,0.542,156.015,sertanejo pop,0,Party / Energetic
Vou falar que não quero,0.665,0.705,-5.458,0.0317,0.592,3.91e-05,0.164,0.597,155.994,sertanejo pop,0,Party / Energetic
Vou te Amar,0.596,0.66,-5.333,0.0391,0.0533,0.00562,0.134,0.578,174.09,sertanejo pop,0,Party / Energetic
O Matuto se Apaixonou,0.718,0.821,-4.66,0.0732,0.363,2.45e-05,0.184,0.962,156.034,sertanejo pop,0,Party / Energetic
Pure - Mixed,0.55,0.709,-8.185,0.0415,0.0232,0.858,0.612,0.145,118.074,german house,0,Party / Energetic
Pulei na Piscina - Ao Vivo,0.652,0.773,-5.203,0.128,0.449,0.0,0.166,0.527,113.788,sertanejo pop,0,Party / Energetic
Sigilo,0.535,0.765,-3.716,0.184,0.433,0.0,0.125,0.627,108.521,sertanejo pop,0,Party / Energetic
3 Batidas - Ao Vivo,0.552,0.709,-5.435,0.129,0.611,0.0,0.763,0.527,117.581,sertanejo pop,0,Party / Energetic
Flor Que Se Cheira - Ao Vivo,0.681,0.76,-5.252,0.14,0.638,0.0,0.556,0.799,117.828,sertanejo pop,0,Party / Energetic
Camisa Preta,0.63,0.869,-4.41,0.154,0.226,0.0,0.314,0.582,80.958,sertanejo pop,0,Party / Energetic
Cheiro de Saudade,0.559,0.788,-5.092,0.0839,0.413,0.0,0.368,0.751,163.992,sertanejo pop,0,Party / Energetic
Deep End,0.711,0.592,-7.136,0.23,0.758,0.0,0.156,0.535,124.749,indie r&b,0,Party / Energetic
Silence - Mixed,0.532,0.788,-8.921,0.0455,0.147,0.819,0.262,0.0367,120.988,"future garage, tropical house",0,Party / Energetic
Backyard Puddles,0.801,0.111,-14.481,0.0698,0.632,0.888,0.108,0.636,136.115,chillhop,2,Chill / Soft
Witch Hat,0.585,0.33,-13.605,0.0409,0.072,0.817,0.0875,0.571,82.019,chillhop,2,Chill / Soft
Bookshelves,0.67,0.153,-13.359,0.0907,0.864,0.393,0.0885,0.477,68.181,chillhop,2,Chill / Soft
Velocities,0.623,0.384,-16.777,0.0838,0.702,0.937,0.11,0.098,170.013,chillhop,2,Chill / Soft
Fireplace,0.75,0.246,-12.363,0.0649,0.912,0.956,0.09,0.317,68.087,chillhop,2,Chill / Soft
Time To Love - 2020 Remastered,0.259,0.182,-26.28,0.0456,0.979,0.932,0.0887,0.338,140.914,bristol electronic,2,Chill / Soft
Cherry Blossom - 2020 Remastered,0.619,0.263,-21.671,0.0442,0.987,0.891,0.203,0.296,136.013,bristol electronic,2,Chill / Soft
Canon - 2020 Remastered,0.561,0.239,-19.894,0.0469,0.968,0.843,0.111,0.11,144.021,bristol electronic,2,Chill / Soft
16.7.5 - 2020 Remastered,0.688,0.0767,-24.828,0.0638,0.982,0.87,0.0961,0.196,91.976,bristol electronic,2,Chill / Soft
Recollection - 2020 Remastered,0.351,0.12,-27.989,0.0419,0.988,0.927,0.0927,0.325,136.789,bristol electronic,2,Chill / Soft
A Good Year - 2020 Remastered,0.52,0.198,-23.823,0.0483,0.981,0.909,0.102,0.272,123.976,bristol electronic,2,Chill / Soft
When I'm Close To You - 2020 Remastered,0.333,0.0491,-22.418,0.0476,0.985,0.866,0.13,0.0957,134.106,bristol electronic,2,Chill / Soft
Cavatina - 2020 Remastered,0.394,0.115,-22.93,0.0391,0.994,0.923,0.0753,0.272,145.972,bristol electronic,2,Chill / Soft
Half Of You - 2020 Remastered,0.524,0.369,-19.794,0.0422,0.988,0.941,0.114,0.39,125.99,bristol electronic,2,Chill / Soft
